name;real_name;Creador;creation_date;superpowers;intelligence_score;strength_score;speed_score;durability_score;Creador;type_race;height ;weight ;has_telepathy;has_magic;has_immortality
Human Torch (FOX);Jonathan Storm;Other;20/3/03;Absorption, Durability, Elasticity, Fire Control, Fire Resistance, Flight, Force Fields, Heat Generation, Heat Resistance, Invisibility, Peak Human Condition, Power Absorption;48;72;53;20;Good;Mutant;187.3;116.6;0.0;0.0;0.0
Human Torch II;Jim Hammond;DC_Comics;14/10/57;Element Control, Fire Control, Fire Resistance, Flight, Heat Resistance, Transformation;17;81;97;54;Neutral;Mutant;197.45;579.18;0.0;0.0;0.0
Huntress (CW);Helena Bertinelli;Lego;17/1/90;Agility, Marksmanship, Reflexes, Weapon-based Powers, Weapons Master;81;48;71;70;Neutral;Mutant;220.0;595.76;0.0;1.0;0.0
Huntress (Injustice);Helena Rosa Bertinelli;Dark_Horse_Comics;6/10/02;Agility, Dexterity, Durability, Endurance, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;66;54;93;90;Bad;God_Eternal;279.05;697.81;1.0;0.0;0.0
Hush;Thomas Elliot;DC_Comics;5/1/47;Agility, Intelligence, Marksmanship, Peak Human Condition, Stamina, Weapon-based Powers, Weapons Master;63;75;48;51;Neutral;Other;94.28;646.52;0.0;0.0;0.0
Husk;Paige Elisabeth Guthrie;Other;4/10/66;Density Control, Durability, Molecular Manipulation, Shapeshifting, Super Speed, Super Strength;26;55;99;40;Good;Alien;284.28;309.36;0.0;1.0;1.0
Hybrid;Scott Washington;Shueisha;24/7/12;;29;85;40;68;Good;MetaHuman;279.32;505.91;0.0;0.0;0.0
Hydro-Man;Morris Bench;DC_Comics;11/6/88;;90;34;85;89;Bad;Other;189.38;80.86;0.0;0.0;0.0
Iceman (FOX);Bobby Drake;DC_Comics;15/3/54;Cold Resistance, Cryokinesis, Durability, Element Control, Endurance, Invulnerability, Super Strength, Water Control;90;90;96;32;Neutral;MetaHuman;64.57;681.87;1.0;0.0;0.0
﻿William Drake - Father;;Dark_Horse_Comics;30/11/94;;7;76;16;16;Bad;Human;43.57;24.56;0.0;1.0;0.0
Iceman;Bobby Drake;Other;10/9/63;;90;82;70;63;Good;Mutant;140.5;541.62;0.0;0.0;0.0
Icon;Arnus;Marvel_Comics;31/3/66;Accelerated Healing, Agility, Durability, Electrokinesis, Energy Armor, Energy Blasts, Energy Constructs, Energy Manipulation, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Flight, Force Fields, Intelligence, Invulnerability, Longevity, Magnetism, Marksmanship, Power Suit, Reflexes, Stamina, Stealth, Super Speed, Super Strength;77;74;11;35;Neutral;Mutant;108.39;491.26;0.0;0.0;0.0
Immortal Hulk;Bruce Banner;Marvel_Comics;20/7/59;;27;81;10;33;Neutral;Mutant;295.02;146.89;1.0;0.0;0.0
Imperiex;Imperiex;Other;15/2/46;Accelerated Healing, Adaptation, Agility, Danger Sense, Density Control, Durability, Electrokinesis, Energy Absorption, Energy Armor, Energy Beams, Energy Blasts, Energy Constructs, Energy Manipulation, Flight, Force Fields, Gravity Control, Immortality, Intelligence, Invulnerability, Levitation, Nigh-Omnipresent, Power Cosmic, Power Suit, Probability Manipulation, Radar Sense, Reality Warping, Size Changing, Stamina, Super Speed, Super Strength, Technopath/Cyberpath, Teleportation, Time Travel, Vibration Manipulation;31;76;14;68;Good;Mutant;262.75;189.35;0.0;0.0;1.0
Impossible Man;;Shueisha;13/5/81;Dimensional Travel, Duplication, Levitation, Molecular Manipulation, Self-Sustenance, Shapeshifting, Super Speed, Super Strength;42;61;32;43;Bad;MetaHuman;16.88;95.03;0.0;0.0;0.0
Incredible Hulk (Universal);Bruce Banner;Marvel_Comics;1/3/49;;71;45;36;69;Neutral;Human;66.25;397.26;0.0;1.0;0.0
Incubus (DCEU);Incubus;Marvel_Comics;1/11/92;Accelerated Healing, Durability, Elasticity, Hypnokinesis, Invulnerability, Longevity, Magic, Matter Absorption, Possession, Power Augmentation, Regeneration, Stamina, Super Strength, Telekinesis;21;51;23;10;Neutral;Other;279.91;891.18;1.0;0.0;0.0
Indiana Jones;Indiana Jones;Other;8/10/10;Intelligence, Reflexes, Stamina;38;97;24;68;Good;Mutant;235.74;443.78;0.0;0.0;0.0
Indigo;Iroque;Dark_Horse_Comics;16/6/11;Energy Constructs, Flight, Force Fields, Intelligence, Lantern Power Ring, Teleportation;25;30;99;78;Good;God_Eternal;268.46;646.23;0.0;0.0;0.0
Infernal Hulk;Bruce Banner;DC_Comics;21/11/55;Accelerated Healing, Adaptation, Agility, Cold Resistance, Durability, Endurance, Energy Resistance, Enhanced Senses, Fire Resistance, Heat Resistance, Immortality, Insanity, Intelligence, Invulnerability, Jump, Longevity, Marksmanship, Mind Control Resistance, Radiation Absorption, Radiation Control, Radiation Immunity, Reflexes, Regeneration, Self-Sustenance, Stamina, Stealth, Super Breath, Super Speed, Super Strength, Telepathy Resistance, Toxin and Disease Resistance, Underwater breathing;40;8;78;93;Neutral;Alien;287.79;109.41;0.0;1.0;1.0
Infinity Man;;DC_Comics;2/8/77;Accelerated Healing, Durability, Electrokinesis, Endurance, Energy Absorption, Energy Armor, Energy Beams, Energy Blasts, Energy Constructs, Energy Manipulation, Flight, Force Fields, Gravity Control, Immortality, Invulnerability, Longevity, Magnetism, Matter Manipulation, Phasing, Size Changing, Stamina, Super Speed, Super Strength, Telekinesis, Telepathy, Teleportation;68;27;18;49;Bad;Mutant;169.05;838.28;0.0;0.0;0.0
Ink;Eric Gitter;Shueisha;23/7/57;Accelerated Healing, Flight, Molecular Combustion, Super Strength, Telepathy, Toxin and Disease Control, Vitakinesis;93;57;79;74;Neutral;Other;251.68;329.98;0.0;0.0;0.0
Jagi (adoptive older brother);;Shueisha;13/11/22;;84;9;87;33;Bad;Alien;134.98;782.81;0.0;0.0;0.0
Ryuken (adoptive father/sifu);;Lego;9/9/70;;58;8;71;45;Neutral;Alien;67.94;296.9;1.0;0.0;0.0
Kevin 11;Kevin Ethan Levin;Shueisha;23/12/17;Accelerated Healing, Agility, Density Control, Energy Absorption, Flight, Matter Absorption, Molecular Manipulation, Power Absorption, Shapeshifting, Stamina, Super Speed, Super Strength;84;8;39;100;Neutral;Alien;231.91;124.86;0.0;0.0;0.0
KGBeast;Anatoli Knyazev;Shueisha;10/6/10;Agility, Intelligence, Invulnerability, Marksmanship, Stamina, Stealth, Weapon-based Powers, Weapons Master;64;83;15;51;Neutral;Alien;210.5;128.65;0.0;0.0;0.0
Khanjikhan;Khanjikhan;Lego;14/3/05;Ability Shift, Absorption, Accelerated Healing, Agility, Banish, Cold Resistance, Darkforce Manipulation, Dexterity, Durability, Endurance, Energy Absorption, Energy Resistance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Fire Resistance, Flight, Heat Resistance, Illusions, Insanity, Intelligence, Invulnerability, Jump, Levitation, Longevity, Magic, Nigh-Omnipotent, Power Absorption, Reality Warping, Reflexes, Regeneration, Self-Sustenance, Shapeshifting, Size Changing, Soul Manipulation, Stamina, Stealth, Summoning, Super Speed, Super Strength, Telepathy Resistance, Teleportation, Toxin and Disease Resistance, Weapons Master, Wishing;30;25;39;59;Bad;God_Eternal;97.78;396.43;1.0;0.0;0.0
Kick-Ass;Dave Lizewski;Other;30/7/37;Agility, Durability, Stamina, Weapon-based Powers;37;89;12;45;Bad;Other;100.37;118.9;0.0;0.0;1.0
Kid Colt;;Shueisha;19/8/18;Agility, Marksmanship, Weapon-based Powers, Weapons Master;6;16;36;95;Good;MetaHuman;249.68;243.15;0.0;0.0;0.0
Kid Flash (CW);Wally West;Marvel_Comics;14/10/65;Accelerated Healing, Agility, Dimensional Travel, Durability, Electrokinesis, Intangibility, Reflexes, Stamina, Super Speed;63;26;88;87;Good;Other;137.01;334.06;0.0;1.0;0.0
Kid Flash II;Bartholomew Allen II;Dark_Horse_Comics;14/7/42;Accelerated Healing, Agility, Duplication, Durability, Electrokinesis, Element Control, Empathy, Enhanced Memory, Enhanced Senses, Intangibility, Phasing, Reflexes, Speed Force, Stamina, Super Speed;31;19;58;23;Good;Human;279.43;68.98;1.0;0.0;0.0
Meloni Thawne (mother);;DC_Comics;2/9/85;;96;97;96;95;Bad;Mutant;78.3;110.99;0.0;0.0;0.0
Barry Allen (grandfather);;Lego;1/7/55;;76;95;59;52;Good;Other;167.33;999.22;0.0;0.0;0.0
Iris West-Allen (grandmother);;Shueisha;9/10/81;;64;5;65;27;Bad;MetaHuman;98.84;440.08;0.0;1.0;1.0
Thaddeus Thawne I (grandfather);;Lego;21/10/67;;47;55;48;36;Good;God_Eternal;19.51;616.05;0.0;0.0;0.0
Owen Mercer (half-brother);;Dark_Horse_Comics;7/2/51;;20;91;65;31;Good;Alien;81.61;728.87;0.0;0.0;0.0
Dawn Allen (aunt);;Marvel_Comics;1/7/17;;31;60;64;63;Good;Mutant;16.33;244.8;1.0;0.0;0.0
Jenni Ognats (cousin);;DC_Comics;9/5/16;;61;13;45;99;Bad;Human;134.0;939.92;0.0;1.0;0.0
Thaddeus Thawne II (clone);;Shueisha;25/12/14;;56;61;7;32;Neutral;Mutant;109.22;364.13;0.0;0.0;0.0
Kid Flash;Wallace Rudolph West;Marvel_Comics;5/1/19;;19;10;21;96;Bad;Mutant;193.72;884.0;0.0;0.0;0.0
Kilgrave (MCU);Kevin Thompson;Marvel_Comics;20/5/08;;71;20;87;88;Neutral;MetaHuman;54.64;496.66;1.0;0.0;0.0
Killer Bee;;Shueisha;21/7/55;Accelerated Development, Adaptation, Agility, Animal Control, Animal Oriented Powers, Duplication, Durability, Electrokinesis, Energy Absorption, Energy Armor, Energy Beams, Energy Blasts, Energy Constructs, Energy Manipulation, Enhanced Senses, Fire Control, Force Ghost, Marksmanship, Master Martial Artist, Power Augmentation, Reflexes, Shapeshifting, Stealth, Sub-Mariner, Super Breath, Super Speed, Super Strength, Weapon Creation, Weapon-based Powers, Weapons Master;63;91;11;97;Bad;Human;34.76;215.08;0.0;0.0;0.0
Killer Croc (DCEU);Waylon Jones;Marvel_Comics;3/8/93;Agility, Cold Resistance, Durability, Enhanced Hearing, Enhanced Senses, Enhanced Sight, Enhanced Smell, Fire Resistance, Heat Resistance, Invulnerability, Sub-Mariner, Super Strength, Toxin and Disease Resistance, Underwater breathing;48;41;17;92;Bad;Alien;268.53;202.66;0.0;0.0;1.0
Killer Croc;Waylon Jones;Dark_Horse_Comics;7/5/38;Accelerated Healing, Agility, Durability, Enhanced Hearing, Enhanced Senses, Enhanced Smell, Natural Armor, Natural Weapons, Reflexes, Stamina, Sub-Mariner, Super Speed, Super Strength;51;79;70;92;Neutral;Human;279.26;345.03;0.0;0.0;0.0
Killer Frost (CW);Caitlin Snow;Dark_Horse_Comics;25/6/40;Cold Resistance, Cryokinesis, Energy Absorption, Natural Weapons, Reflexes;40;94;26;22;Bad;Human;298.43;182.11;0.0;0.0;0.0
Killer Frost;Caitlin Snow;Dark_Horse_Comics;29/2/76;;70;62;57;53;Good;MetaHuman;140.85;327.44;0.0;1.0;0.0
Killian (MCU);Aldrich Killian;Marvel_Comics;24/1/42;Accelerated Healing, Agility, Durability, Endurance, Energy Blasts, Fire Resistance, Heat Generation, Heat Resistance, Intelligence, Reflexes, Regeneration, Stamina, Super Strength;42;88;44;55;Bad;God_Eternal;195.6;665.8;1.0;0.0;0.0
Killmonger (MCU);Erik Stevens;Marvel_Comics;13/1/92;Agility, Dexterity, Durability, Endurance, Energy Absorption, Intelligence, Jump, Marksmanship, Power Suit, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Weapons Master;80;77;67;80;Bad;Alien;25.93;868.89;0.0;0.0;0.0
Killow;Killow;DC_Comics;7/10/42;;22;56;7;71;Neutral;Alien;164.75;910.29;0.0;0.0;0.0
Kilowog;;Dark_Horse_Comics;21/5/42;;77;76;51;16;Good;Other;90.06;340.2;0.0;1.0;1.0
King Shark (CW);Shay Lamden;Dark_Horse_Comics;9/9/11;;87;83;99;72;Neutral;Human;145.88;547.16;0.0;0.0;0.0
King Shark;Nanaue;DC_Comics;25/9/59;Animal Attributes, Animal Oriented Powers, Cold Resistance, Durability, Enhanced Sight, Enhanced Smell, Invulnerability, Longevity, Natural Armor, Natural Weapons, Radar Sense, Regeneration, Stamina, Stealth, Sub-Mariner, Super Speed, Super Strength, Underwater breathing;46;94;36;50;Neutral;God_Eternal;47.68;164.18;0.0;0.0;0.0
King Thanos;Thanos;DC_Comics;30/4/63;;100;30;56;57;Bad;Mutant;104.87;799.15;1.0;0.0;0.0
Sui-San (mother; deceased);Shueisha;4/9/09;;20;38;93;89;Good;God_Eternal;63.95;540.16;0.0;1.0;0.0
Eros (brother);;Other;25/9/81;;61;89;19;12;Good;Alien;31.79;483.0;0.0;0.0;0.0
Uranos (great-uncle);;Shueisha;18/2/42;;15;67;44;58;Bad;Alien;139.2;157.14;0.0;0.0;0.0
Kronos (paternal grandfather; deceased);Dark_Horse_Comics;25/3/09;;30;15;63;95;Bad;MetaHuman;102.86;679.4;0.0;0.0;0.0
Daina (paternal grandmother; deceased);DC_Comics;13/12/06;;94;39;62;15;Neutral;Alien;254.44;23.14;1.0;0.0;0.0
Zuras (uncle; deceased);DC_Comics;8/4/50;;13;54;35;85;Good;Mutant;182.57;255.34;0.0;0.0;0.0
Thena (cousin);;Marvel_Comics;8/8/70;;67;6;19;21;Neutral;Mutant;205.75;531.31;0.0;0.0;1.0
Sersi (cousin);;Lego;13/10/00;;82;43;60;87;Good;Human;116.89;82.29;0.0;0.0;0.0
Gamora (foster daughter);;Shueisha;23/6/69;;58;25;52;37;Good;God_Eternal;170.88;694.52;0.0;1.0;0.0
Nebula (alleged granddaughter);;Lego;10/5/90;;11;38;16;58;Bad;Mutant;61.17;899.82;1.0;0.0;0.0
Zorr (alleged son or son-in-law);;DC_Comics;21/6/77;;41;86;81;23;Bad;MetaHuman;231.39;976.21;0.0;0.0;0.0
"Rot (""""child"""" by Death)";;Dark_Horse_Comics;15/7/19;;34;71;95;9;Bad;God_Eternal;256.64;967.42;0.0;0.0;0.0
Thane (son);;DC_Comics;25/1/81;;58;92;26;23;Bad;Other;70.56;330.67;0.0;1.0;1.0
Several children (deceased);;Marvel_Comics;15/8/06;;93;58;97;64;Bad;MetaHuman;72.62;468.41;0.0;0.0;0.0
Kingpin (MCU);Wilson Grant Fisk;Other;25/12/47;Durability, Intelligence, Peak Human Condition, Stamina;64;18;22;27;Bad;God_Eternal;120.82;138.16;1.0;0.0;0.0
Kingpin;Wilson Grant Fisk;Marvel_Comics;3/2/19;;39;85;68;54;Good;God_Eternal;150.45;553.62;0.0;1.0;0.0
Klaw (MCU);Ulysses Klaue;Dark_Horse_Comics;7/11/06;Energy Manipulation, Marksmanship, Weapons Master;22;58;93;92;Good;Alien;147.66;951.01;0.0;0.0;0.0
Klaw;Ulysses Klaw;Marvel_Comics;23/10/96;Audio Control, Durability, Energy Blasts, Invulnerability, Self-Sustenance, Super Strength, Telepathy Resistance;89;5;82;25;Neutral;Other;18.39;486.85;0.0;0.0;0.0
Knockout;;Other;3/6/03;;59;29;83;98;Neutral;Alien;193.82;97.04;0.0;0.0;0.0
Koko (The LEGO Ninjago Movie);Koko;Shueisha;24/11/36;Agility, Changing Armor, Dexterity, Endurance, Intelligence, Marksmanship, Peak Human Condition, Power Suit, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;59;47;54;11;Bad;Alien;65.12;333.87;1.0;0.0;0.0
Lloyd Garmadon (son);;Shueisha;12/1/03;;96;73;32;51;Bad;Mutant;276.12;844.37;0.0;0.0;0.0
Kool-Aid Man;;Other;1/7/47;;5;8;74;48;Neutral;Other;83.21;466.5;0.0;0.0;0.0
Korg (MCU);Korg;Dark_Horse_Comics;10/11/48;Agility, Cold Resistance, Durability, Endurance, Fire Resistance, Heat Resistance, Invulnerability, Super Strength, Toxin and Disease Resistance, Weapons Master;67;86;15;53;Bad;Alien;263.51;159.58;0.0;0.0;0.0
Kraglin (MCU);Kraglin Obfonteri;Marvel_Comics;5/7/39;Intelligence, Marksmanship, Weapon-based Powers, Weapons Master;68;79;77;37;Good;God_Eternal;167.87;56.47;0.0;0.0;0.0
Kratos;;Other;11/8/06;;77;94;56;16;Neutral;MetaHuman;65.53;18.06;0.0;1.0;0.0
Kraven II;Alyosha Kravinoff;Other;10/3/73;Accelerated Healing, Agility, Animal Oriented Powers, Enhanced Senses, Stamina, Super Speed, Super Strength;98;82;30;86;Bad;Human;275.44;924.82;1.0;0.0;0.0
Kraven the Hunter;Sergei Kravinoff;Other;25/3/13;Agility, Longevity, Reflexes, Stamina, Super Speed, Super Strength;66;44;67;96;Neutral;Other;290.63;546.42;0.0;0.0;0.0
Kronos;Luke Castellan;Other;17/5/10;Bullet Time, Cryokinesis, Darkforce Manipulation, Element Control, Energy Blasts, Energy Manipulation, Hypnokinesis, Magic, Plant Control, Super Strength, Time Manipulation, Time Travel, Timeframe Control, Weapon-based Powers, Weapons Master;71;52;33;68;Good;God_Eternal;42.59;434.68;0.0;0.0;0.0
Kruncha;Kruncha;Marvel_Comics;1/3/64;;86;95;22;80;Good;God_Eternal;43.52;222.27;0.0;1.0;1.0
Krux;Krux;Other;4/3/13;;47;48;54;65;Neutral;Human;169.45;476.59;0.0;0.0;0.0
Krypto;Krypto the Superdog;Lego;15/10/36;Accelerated Healing, Animal Oriented Powers, Enhanced Hearing, Flight, Invulnerability, Stamina, Super Breath, Super Speed, Super Strength, Vision - Heat, Vision - Infrared, Vision - Microscopic, Vision - Telescopic, Vision - X-Ray;53;38;14;43;Good;Mutant;221.2;919.72;1.0;0.0;0.0
Kurse (MCU);Algrim;Shueisha;5/6/84;Accelerated Healing, Agility, Anti-Gravity, Banish, Cold Resistance, Durability, Element Control, Fire Resistance, Gravity Control, Heat Resistance, Invulnerability, Longevity, Regeneration, Super Strength, Toxin and Disease Resistance, Weapons Master;25;32;34;15;Bad;Alien;174.69;634.26;0.0;1.0;0.0
Kurse;Algrim;Other;9/4/43;;50;36;24;51;Neutral;Other;187.59;591.27;0.0;0.0;0.0
Kylo Ren;Ben Solo;DC_Comics;19/9/72;Accelerated Healing, Agility, Danger Sense, Durability, Energy Blasts, Enhanced Senses, Force Fields, Hypnokinesis, Illusions, Intelligence, Jump, Levitation, Light Control, Marksmanship, Master Tactician, Mind Control Resistance, Precognition, Psionic Powers, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Telekinesis, Telepathy, The Force, Weapons Master;24;89;5;51;Bad;MetaHuman;149.83;213.41;0.0;0.0;0.0
Lady Blackhawk;Zinda Blake;Marvel_Comics;7/8/13;Adaptation, Agility, Intelligence, Marksmanship, Stamina, Stealth, Weapons Master;72;62;16;31;Neutral;Human;297.6;338.74;0.0;0.0;0.0
Lady Bullseye;Maki Matsumotu;Marvel_Comics;21/10/78;;20;48;36;87;Good;MetaHuman;221.68;136.78;1.0;0.0;0.0
Lady Deadpool;Wanda Wilson;Lego;29/12/04;Accelerated Healing, Agility, Dexterity, Dimensional Awareness, Durability, Endurance, Immortality, Longevity, Marksmanship, Mind Control Resistance, Reflexes, Regeneration, Stamina, Stealth, Super Speed, Super Strength, Telepathy Resistance, Teleportation, Toxin and Disease Resistance, Weapon-based Powers, Weapons Master;27;92;66;35;Bad;Alien;220.24;336.04;0.0;0.0;0.0
Lady Deathstrike;Yuriko Oyama;Other;14/3/44;Accelerated Healing, Agility, Durability, Intelligence, Natural Weapons, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Technopath/Cyberpath;96;9;43;46;Good;Alien;186.38;608.58;0.0;0.0;1.0
Lady Shiva;Sandra Wu-San;DC_Comics;3/9/81;Agility, Intelligence, Marksmanship, Reflexes, Stamina, Stealth, Weapons Master;34;90;66;33;Neutral;MetaHuman;234.72;133.83;0.0;0.0;0.0
Lagoon Boy;;DC_Comics;10/2/66;Accelerated Healing, Adaptation, Agility, Animal Control, Durability, Enhanced Hearing, Enhanced Senses, Enhanced Sight, Enhanced Smell, Invulnerability, Reflexes, Shapeshifting, Size Changing, Stamina, Sub-Mariner, Super Speed, Super Strength, Telepathy, Underwater breathing, Water Control;73;69;84;71;Neutral;Alien;52.43;845.39;0.0;0.0;0.0
Laira;Laira Omoto;Marvel_Comics;26/8/43;Agility, Durability, Energy Armor, Energy Blasts, Energy Constructs, Fire Control, Flight, Force Fields, Heat Generation, Indomitable Will, Lantern Power Ring, Master Martial Artist, Reflexes, Stamina, Super Speed, Super Strength;57;28;8;25;Good;MetaHuman;88.12;874.38;0.0;0.0;0.0
Lance Hunter (MCU);Lance Hunter;Dark_Horse_Comics;31/3/76;Agility, Durability, Endurance, Intelligence, Marksmanship, Stamina, Stealth, Weapon-based Powers, Weapons Master;35;73;57;6;Neutral;Human;93.72;116.54;0.0;0.0;0.0
Lantern Bleez;;Dark_Horse_Comics;4/12/36;Agility, Empathy, Energy Blasts, Energy Constructs, Fire Control, Flight, Force Fields, Heat Generation, Insanity, Intelligence, Lantern Power Ring, Marksmanship, Reflexes, Stamina, Super Speed, Super Strength;68;100;61;8;Bad;Mutant;239.33;607.58;0.0;0.0;0.0
Lar Gand;Mon-El;Shueisha;14/10/69;Accelerated Healing, Agility, Durability, Energy Blasts, Enhanced Hearing, Enhanced Senses, Flight, Intelligence, Invulnerability, Longevity, Reflexes, Stamina, Super Breath, Super Speed, Super Strength, Vision - Heat, Vision - X-Ray;55;61;49;97;Good;God_Eternal;130.47;734.95;0.0;0.0;0.0
Lashina;;Shueisha;23/12/80;Agility, Dexterity, Durability, Endurance, Immortality, Intelligence, Invulnerability, Jump, Longevity, Marksmanship, Reflexes, Stamina, Super Speed, Super Strength, Weapon-based Powers, Weapons Master;19;79;33;39;Neutral;Human;153.78;245.44;0.0;0.0;1.0
Laufey (MCU);Laufey;Lego;17/11/99;Cold Resistance, Cryokinesis, Durability, Invulnerability, Longevity, Super Strength;39;43;92;72;Bad;God_Eternal;119.61;535.42;0.0;0.0;0.0
Laufey;Laufey;Marvel_Comics;3/2/18;Cryokinesis, Element Control, Regeneration;92;99;55;5;Good;Human;111.98;150.8;0.0;1.0;0.0
Loki (son; deceased);Marvel_Comics;25/12/39;;68;22;100;5;Bad;Alien;178.94;343.03;1.0;0.0;0.0
Byleistr; Helblindi (sons;DC_Comics;21/12/51;;26;42;7;26;Neutral;God_Eternal;220.01;769.15;0.0;0.0;0.0
Fenris Wolf (grandaughter);;Other;1/11/70;;90;46;46;86;Good;God_Eternal;147.82;853.88;0.0;0.0;0.0
Vali Halfling (grandson);;Shueisha;5/9/05;;17;67;32;11;Bad;Other;103.97;181.24;0.0;1.0;1.0
Lauren Strucker (Fox);Lauren Strucker;Dark_Horse_Comics;27/10/53;Energy Beams, Energy Blasts, Force Fields, Molecular Manipulation;57;16;95;36;Bad;Mutant;170.63;186.27;0.0;0.0;0.0
Leader;Samuel Sterns;Other;13/11/82;Intelligence, Telekinesis, Telepathy;10;78;73;43;Neutral;Other;165.32;640.48;1.0;0.0;0.0
Leech;;Shueisha;22/5/17;Power Nullifier;15;70;97;64;Bad;Human;174.92;134.54;0.0;1.0;0.0
Legion;David Haller;Shueisha;16/6/60;;16;68;76;23;Good;MetaHuman;223.59;575.67;0.0;0.0;0.0
Legolas;Legolas Of Mirkwood;Other;22/9/53;Accelerated Healing, Agility, Danger Sense, Dexterity, Durability, Empathy, Enhanced Hearing, Enhanced Senses, Enhanced Sight, Enhanced Smell, Immortality, Intelligence, Jump, Longevity, Magic, Marksmanship, Omnilingualism, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Vision - Night, Weapons Master;33;77;54;54;Good;Mutant;43.01;158.58;0.0;0.0;0.0
Leo Fitz (MCU);Leopold Fitz;DC_Comics;4/11/00;Endurance, Intelligence, Intuitive aptitude, Marksmanship, Stealth;80;44;68;86;Neutral;MetaHuman;59.2;416.76;0.0;0.0;0.0
Leo Valdez;Leo Valdez;DC_Comics;23/1/50;Agility, Durability, Element Control, Endurance, Fire Control, Fire Resistance, Intelligence, Invulnerability, Reflexes, Super Strength, Technopath/Cyberpath, Vision - Thermal;32;72;68;78;Neutral;Human;80.86;140.01;1.0;0.0;0.0
Leonardo (TMNT 2012);Leonardo;Lego;15/10/10;Accelerated Healing, Adaptation, Agility, Animal Attributes, Dexterity, Durability, Enhanced Hearing, Enhanced Senses, Enhanced Smell, Intelligence, Jump, Longevity, Marksmanship, Master Martial Artist, Natural Armor, Peak Human Condition, Stamina, Stealth, Super Speed, Super Strength, Weapon-based Powers, Weapons Master;13;59;75;54;Bad;Mutant;145.24;651.85;0.0;0.0;0.0
Lex Luthor (DCEU);Alexander Joseph Luthor;Shueisha;29/3/00;Intelligence, Intuitive aptitude, Marksmanship;17;76;42;6;Neutral;MetaHuman;56.18;73.5;0.0;0.0;1.0
Lex Luthor (Injustice);Alexander Luthor;Other;29/11/87;Durability, Energy Beams, Flight, Intelligence, Invisibility, Marksmanship, Power Suit, Summoning, Super Strength, Toxin and Disease Resistance, Weapon-based Powers, Weapons Master;52;17;35;13;Neutral;God_Eternal;70.86;919.68;0.0;0.0;0.0
Lex Luthor;Lex Luthor;Dark_Horse_Comics;16/8/60;Durability, Energy Beams, Energy Blasts, Energy Constructs, Flight, Force Fields, Intelligence, Power Suit, Super Strength, Weapons Master;32;31;56;40;Neutral;Mutant;282.32;506.69;0.0;1.0;0.0
Lena Luthor (sister pre-Crisis;;Marvel_Comics;29/4/79;;56;38;67;71;Bad;God_Eternal;148.59;757.71;1.0;0.0;0.0
Elizabeth Perske (ex-wife);;Other;15/11/88;;74;5;83;63;Neutral;Other;71.58;61.01;0.0;0.0;0.0
Perry J. White Jr. (son; deceased);Lego;27/4/17;;95;18;65;91;Neutral;God_Eternal;210.2;950.44;0.0;0.0;0.0
Life Entity;The Life Entity;Dark_Horse_Comics;26/5/59;Accelerated Healing, Agility, Creation, Durability, Endurance, Energy Manipulation, Immortality, Intelligence, Invulnerability, Life Manipulation, Light Control, Marksmanship, Omnilingualism, Omnipotent, Possession, Power Bestowal, Projection, Psionic Powers, Reality Warping, Reflexes, Stamina, Super Speed, Super Strength, Telepathy, Vitakinesis;20;7;57;29;Bad;God_Eternal;53.12;204.01;0.0;0.0;0.0
Light Lass;Ayla Ranzz;Marvel_Comics;1/8/06;Electrokinesis, Flight, Gravity Control;79;78;60;73;Neutral;Other;261.49;248.93;0.0;0.0;0.0
Lightning Lad;Garth Ranzz;Shueisha;30/1/45;Electrokinesis;15;15;23;92;Neutral;Human;249.29;571.64;1.0;0.0;0.0
Lightning Lord;Mekt Ranzz;Dark_Horse_Comics;18/8/49;Electrokinesis, Energy Absorption;6;82;84;21;Bad;Alien;103.75;230.53;0.0;1.0;0.0
Lightray;Solis;Other;20/4/69;Accelerated Healing, Agility, Durability, Energy Blasts, Energy Manipulation, Enhanced Sight, Flight, Heat Generation, Immortality, Intelligence, Invulnerability, Levitation, Light Control, Marksmanship, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Vision - Thermal;27;60;13;96;Good;Other;201.43;656.25;0.0;0.0;0.0
Lightspeed;Julie Power;Lego;22/2/21;Agility, Density Control, Durability, Element Control, Flight, Invulnerability, Super Speed, Teleportation;5;5;72;47;Good;Mutant;62.23;741.69;0.0;0.0;0.0
James Power (father);;DC_Comics;25/2/10;;63;93;51;26;Good;Other;170.08;821.57;0.0;0.0;0.0
Margaret Power (mother);;Lego;6/12/05;;85;61;52;53;Bad;Alien;250.05;776.93;1.0;0.0;0.0
Alex Power (brother);;Shueisha;10/1/96;;52;54;31;87;Good;Other;160.68;510.98;0.0;0.0;0.0
